customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score,segment,first_category,outcome
1792,2015-08-15,3,13,138,3,2,4,9,Potential,Beverages,Retained
1793,2015-12-04,10,25,27,5,5,5,15,Champion,Meat & Snacks,Retained High-Value
1794,2015-09-17,2,5,105,4,1,1,6,At-Risk,Beverages,Churned
1795,2015-04-03,2,4,272,2,1,1,4,Churned,Dairy,Churned
1796,2015-11-03,6,14,58,4,5,4,13,Champion,Other,Retained High-Value
1797,2014-11-14,5,11,412,1,4,4,9,Potential,Fresh Produce,Retained
1798,2015-01-01,8,17,364,1,5,5,11,Loyal,Bakery & Grains,Retained
1799,2015-09-27,4,9,95,4,3,3,10,Loyal,Bakery & Grains,Retained
1800,2015-07-31,4,12,153,3,3,4,10,Loyal,Other,Retained
1801,2015-06-12,5,11,202,2,4,4,10,Loyal,Other,Retained
1803,2015-05-12,4,9,233,2,3,3,8,Potential,Other,Retained
1804,2015-11-30,3,9,31,5,2,3,10,Loyal,Other,Retained
1805,2015-06-09,3,7,205,2,2,2,6,Churned,Other,Churned
1806,2015-07-06,2,11,178,3,1,4,8,Potential,Other,Retained
1807,2015-12-18,3,6,13,5,2,2,9,Potential,Other,Retained
1808,2015-07-21,4,10,163,3,3,3,9,Potential,Other,Retained
1809,2014-10-27,2,6,430,1,1,2,4,Churned,Other,Churned
1810,2014-10-13,4,12,444,1,3,4,8,Potential,Dairy,Retained
1811,2015-09-23,7,18,99,4,5,5,14,Champion,Fresh Produce,Retained High-Value
1812,2015-10-14,1,4,78,4,1,1,6,At-Risk,Other,Churned
1813,2014-12-01,1,3,395,1,1,1,3,Churned,Other,Churned
1814,2015-11-20,6,12,41,5,5,4,14,Champion,Meat & Snacks,Retained High-Value
1815,2015-08-30,5,11,123,3,4,4,11,Loyal,Other,Retained
1816,2014-08-21,4,10,497,1,3,3,7,Potential,Dairy,Retained
1817,2015-08-21,5,12,132,3,4,4,11,Loyal,Bakery & Grains,Retained
1818,2015-09-10,4,10,112,3,3,3,9,Potential,Other,Retained
1819,2015-12-18,5,17,13,5,4,5,14,Champion,Fresh Produce,Retained High-Value
1820,2015-04-07,5,10,268,2,4,3,9,Potential,Fresh Produce,Retained
1821,2015-05-21,3,8,224,2,2,2,6,Churned,Beverages,Churned
1822,2015-03-03,4,13,303,2,3,4,9,Potential,Other,Retained
1823,2015-11-27,3,11,34,5,2,4,11,Loyal,Bakery & Grains,Retained
1824,2015-11-01,4,9,60,4,3,3,10,Loyal,Dairy,Retained
1825,2015-11-21,4,13,40,5,3,4,12,Loyal,Other,Retained
1826,2014-12-19,1,2,377,1,1,1,3,Churned,Meat & Snacks,Churned
1827,2015-07-01,9,23,183,3,5,5,13,Champion,Bakery & Grains,Retained High-Value
1828,2015-03-24,3,9,282,2,2,3,7,Potential,Other,Retained
1829,2015-06-19,4,9,195,2,3,3,8,Potential,Bakery & Grains,Retained
1830,2015-01-16,2,4,349,1,1,1,3,Churned,Fresh Produce,Churned
1831,2015-01-09,3,7,356,1,2,2,5,Churned,Dairy,Churned
1832,2015-11-17,6,16,44,5,5,5,15,Champion,Beverages,Retained High-Value
1833,2015-07-24,4,10,160,3,3,3,9,Potential,Fresh Produce,Retained
1834,2015-11-22,3,7,39,5,2,2,9,Potential,Other,Retained
1835,2015-06-22,4,10,192,2,3,3,8,Potential,Bakery & Grains,Retained
1836,2015-09-08,3,6,114,3,2,2,7,Potential,Dairy,Retained
1837,2015-07-09,4,12,175,3,3,4,10,Loyal,Fresh Produce,Retained
1838,2015-03-25,4,10,281,2,3,3,8,Potential,Other,Retained
1839,2015-10-09,5,11,83,4,4,4,12,Loyal,Other,Retained
1840,2014-12-28,2,5,368,1,1,1,3,Churned,Fresh Produce,Churned
1841,2015-05-10,2,4,235,2,1,1,4,Churned,Other,Churned
1842,2015-02-23,3,6,311,2,2,2,6,Churned,Other,Churned
1843,2015-12-06,4,9,25,5,3,3,11,Loyal,Beverages,Retained
1844,2015-11-13,6,15,48,4,5,5,14,Champion,Dairy,Retained High-Value
1845,2015-08-07,3,7,146,3,2,2,7,Potential,Dairy,Retained
1846,2015-11-29,5,12,32,5,4,4,13,Champion,Meat & Snacks,Retained High-Value
1847,2015-04-17,4,9,258,2,3,3,8,Potential,Bakery & Grains,Retained
1848,2015-07-06,4,8,178,3,3,2,8,Potential,Dairy,Retained
1849,2015-06-25,3,8,189,3,2,2,7,Potential,Other,Retained
1850,2015-03-11,4,8,295,2,3,2,7,Potential,Other,Retained
1851,2015-07-11,4,10,173,3,3,3,9,Potential,Fresh Produce,Retained
1852,2014-09-08,4,10,479,1,3,3,7,Potential,Fresh Produce,Retained
1853,2015-05-31,4,9,214,2,3,3,8,Potential,Fresh Produce,Retained
1854,2015-07-26,3,6,158,3,2,2,7,Potential,Beverages,Retained
1855,2015-11-09,4,13,52,4,3,4,11,Loyal,Fresh Produce,Retained
1856,2015-10-26,4,8,66,4,3,2,9,Potential,Bakery & Grains,Retained
1857,2015-09-10,2,5,112,3,1,1,5,At-Risk,Fresh Produce,Churned
1858,2015-04-25,2,5,250,2,1,1,4,Churned,Bakery & Grains,Churned
1859,2015-05-28,5,11,217,2,4,4,10,Loyal,Other,Retained
1860,2014-07-26,2,4,523,1,1,1,3,Churned,Bakery & Grains,Churned
1861,2015-08-12,2,5,141,3,1,1,5,At-Risk,Fresh Produce,Churned
1862,2015-09-05,5,15,117,3,4,5,12,Loyal,Other,Retained
1863,2015-08-04,4,14,149,3,3,4,10,Loyal,Beverages,Retained
1864,2015-09-27,4,8,95,4,3,2,9,Potential,Dairy,Retained
1865,2015-12-03,6,14,28,5,5,4,14,Champion,Other,Retained High-Value
1866,2015-11-08,7,18,53,4,5,5,14,Champion,Other,Retained High-Value
1867,2015-03-29,4,11,277,2,3,4,9,Potential,Other,Retained
1868,2014-11-01,3,7,425,1,2,2,5,Churned,Fresh Produce,Churned
1869,2015-05-16,4,11,229,2,3,4,9,Potential,Fresh Produce,Retained
1870,2015-09-09,8,25,113,3,5,5,13,Champion,Fresh Produce,Retained High-Value
1871,2014-12-14,1,2,382,1,1,1,3,Churned,Fresh Produce,Churned
1872,2015-08-24,3,10,129,3,2,3,8,Potential,Dairy,Retained
1873,2015-09-19,3,6,103,4,2,2,8,Potential,Bakery & Grains,Retained
1874,2015-07-29,4,9,155,3,3,3,9,Potential,Meat & Snacks,Retained
1875,2015-07-29,2,5,155,3,1,1,5,At-Risk,Beverages,Churned
1876,2015-06-16,1,2,198,2,1,1,4,Churned,Other,Churned
1877,2014-09-30,4,11,457,1,3,4,8,Potential,Other,Retained
1878,2015-11-27,9,21,34,5,5,5,15,Champion,Fresh Produce,Retained High-Value
1879,2014-11-08,4,8,418,1,3,2,6,Churned,Other,Churned
1880,2015-09-15,2,4,107,3,1,1,5,At-Risk,Other,Churned
1881,2015-10-15,5,11,77,4,4,4,12,Loyal,Fresh Produce,Retained
1882,2015-09-25,3,6,97,4,2,2,8,Potential,Other,Retained
1883,2015-11-05,5,10,56,4,4,3,11,Loyal,Meat & Snacks,Retained
1884,2015-12-11,2,12,20,5,1,4,10,Loyal,Other,Retained
1885,2015-12-25,4,11,6,5,3,4,12,Loyal,Beverages,Retained
1886,2015-12-02,2,4,29,5,1,1,7,Potential,Other,Retained
1887,2015-11-09,7,22,52,4,5,5,14,Champion,Other,Retained High-Value
1888,2015-06-06,6,14,208,2,5,4,11,Loyal,Dairy,Retained
1889,2015-08-28,8,18,125,3,5,5,13,Champion,Other,Retained High-Value
1890,2015-05-27,4,8,218,2,3,2,7,Potential,Bakery & Grains,Retained
1891,2014-07-05,2,6,544,1,1,2,4,Churned,Other,Churned
1892,2015-11-20,6,15,41,5,5,5,15,Champion,Dairy,Retained High-Value
1893,2015-04-04,4,8,271,2,3,2,7,Potential,Other,Retained
1894,2015-10-03,4,14,89,4,3,4,11,Loyal,Fresh Produce,Retained
1895,2014-11-23,6,13,403,1,5,4,10,Loyal,Other,Retained
1896,2014-12-16,4,12,380,1,3,4,8,Potential,Beverages,Retained
1897,2015-01-25,4,8,340,1,3,2,6,Churned,Other,Churned
1898,2014-11-11,1,2,415,1,1,1,3,Churned,Other,Churned
1899,2015-10-24,5,12,68,4,4,4,12,Loyal,Beverages,Retained
1900,2015-09-24,4,10,98,4,3,3,10,Loyal,Beverages,Retained
1901,2015-11-29,3,12,32,5,2,4,11,Loyal,Fresh Produce,Retained
1902,2015-12-01,3,7,30,5,2,2,9,Potential,Other,Retained
1903,2015-03-10,4,10,296,2,3,3,8,Potential,Other,Retained
1904,2015-04-18,3,6,257,2,2,2,6,Churned,Beverages,Churned
1905,2015-10-18,9,26,74,4,5,5,14,Champion,Other,Retained High-Value
1907,2015-07-19,2,5,165,3,1,1,5,At-Risk,Other,Churned
1908,2015-07-26,10,20,158,3,5,5,13,Champion,Other,Retained High-Value
1909,2015-08-31,2,7,122,3,1,2,6,At-Risk,Meat & Snacks,Churned
1910,2015-10-30,5,10,62,4,4,3,11,Loyal,Other,Retained
1911,2015-06-02,2,7,212,2,1,2,5,Churned,Bakery & Grains,Churned
1912,2015-08-22,3,6,131,3,2,2,7,Potential,Other,Retained
1913,2015-08-18,5,16,135,3,4,5,12,Loyal,Other,Retained
1914,2015-06-04,3,7,210,2,2,2,6,Churned,Other,Churned
1915,2015-08-07,2,4,146,3,1,1,5,At-Risk,Beverages,Churned
1916,2015-11-16,3,7,45,5,2,2,9,Potential,Fresh Produce,Retained
1917,2015-07-29,5,11,155,3,4,4,11,Loyal,Other,Retained
1918,2015-09-29,2,4,93,4,1,1,6,At-Risk,Other,Churned
1919,2015-08-18,2,4,135,3,1,1,5,At-Risk,Other,Churned
1920,2015-02-16,2,6,318,2,1,2,5,Churned,Fresh Produce,Churned
1921,2015-11-11,7,14,50,4,5,4,13,Champion,Other,Retained High-Value
1922,2015-10-07,9,19,85,4,5,5,14,Champion,Fresh Produce,Retained High-Value
1923,2015-12-06,6,12,25,5,5,4,14,Champion,Fresh Produce,Retained High-Value
1924,2015-11-17,6,14,44,5,5,4,14,Champion,Other,Retained High-Value
1925,2014-06-03,1,2,576,1,1,1,3,Churned,Other,Churned
1926,2015-10-16,3,6,76,4,2,2,8,Potential,Meat & Snacks,Retained
1927,2015-05-15,2,6,230,2,1,2,5,Churned,Other,Churned
1928,2015-09-17,3,9,105,4,2,3,9,Potential,Other,Retained
1929,2015-07-10,7,21,174,3,5,5,13,Champion,Other,Retained High-Value
1930,2015-11-15,6,13,46,5,5,4,14,Champion,Beverages,Retained High-Value
1931,2015-10-09,6,16,83,4,5,5,14,Champion,Fresh Produce,Retained High-Value
1932,2015-09-07,9,20,115,3,5,5,13,Champion,Other,Retained High-Value
1933,2014-10-21,1,2,436,1,1,1,3,Churned,Other,Churned
1934,2015-08-06,5,19,147,3,4,5,12,Loyal,Fresh Produce,Retained
1935,2014-08-28,4,11,490,1,3,4,8,Potential,Other,Retained
1936,2015-08-15,2,6,138,3,1,2,6,At-Risk,Other,Churned
1937,2015-10-17,5,13,75,4,4,4,12,Loyal,Other,Retained
1938,2015-05-08,4,10,237,2,3,3,8,Potential,Fresh Produce,Retained
1939,2015-10-30,5,14,62,4,4,4,12,Loyal,Bakery & Grains,Retained
1940,2015-11-18,5,11,43,5,4,4,13,Champion,Other,Retained High-Value
1941,2015-09-16,2,5,106,3,1,1,5,At-Risk,Bakery & Grains,Churned
1942,2014-10-15,2,4,442,1,1,1,3,Churned,Other,Churned
1943,2015-09-30,5,20,92,4,4,5,13,Champion,Other,Retained High-Value
1944,2015-08-31,2,4,122,3,1,1,5,At-Risk,Meat & Snacks,Churned
1945,2015-04-30,5,14,245,2,4,4,10,Loyal,Dairy,Retained
1946,2015-12-08,6,12,23,5,5,4,14,Champion,Dairy,Retained High-Value
1947,2014-07-16,3,9,533,1,2,3,6,Churned,Other,Churned
1948,2015-08-25,6,22,128,3,5,5,13,Champion,Fresh Produce,Retained High-Value
1949,2015-07-22,6,15,162,3,5,5,13,Champion,Other,Retained High-Value
1950,2015-11-11,5,10,50,4,4,3,11,Loyal,Other,Retained
1951,2015-10-22,3,6,70,4,2,2,8,Potential,Other,Retained
1952,2015-11-23,2,10,38,5,1,3,9,Potential,Beverages,Retained
1953,2015-03-09,1,4,297,2,1,1,4,Churned,Meat & Snacks,Churned
1954,2015-08-06,3,11,147,3,2,4,9,Potential,Other,Retained
1955,2015-02-13,4,8,321,2,3,2,7,Potential,Other,Retained
1956,2014-01-13,1,2,717,1,1,1,3,Churned,Other,Churned
1957,2015-01-31,2,4,334,1,1,1,3,Churned,Other,Churned
1958,2015-07-03,2,7,181,3,1,2,6,At-Risk,Other,Churned
1959,2015-12-13,7,19,18,5,5,5,15,Champion,Bakery & Grains,Retained High-Value
1960,2015-01-09,1,4,356,1,1,1,3,Churned,Meat & Snacks,Churned
1961,2015-12-15,6,12,16,5,5,4,14,Champion,Other,Retained High-Value
1962,2015-06-08,3,10,206,2,2,3,7,Potential,Beverages,Retained
1963,2015-12-30,1,2,1,5,1,1,7,Potential,Fresh Produce,Retained
1964,2014-12-01,4,10,395,1,3,3,7,Potential,Other,Retained
1965,2015-08-04,2,4,149,3,1,1,5,At-Risk,Other,Churned
1966,2014-10-23,7,16,434,1,5,5,11,Loyal,Other,Retained
1967,2015-10-27,6,15,65,4,5,5,14,Champion,Fresh Produce,Retained High-Value
1968,2015-10-03,4,11,89,4,3,4,11,Loyal,Other,Retained
1969,2015-07-23,5,14,161,3,4,4,11,Loyal,Fresh Produce,Retained
1970,2014-06-11,4,9,568,1,3,3,7,Potential,Fresh Produce,Retained
1971,2015-09-18,3,8,104,4,2,2,8,Potential,Other,Retained
1972,2015-06-02,2,5,212,2,1,1,4,Churned,Beverages,Churned
1973,2015-10-24,1,2,68,4,1,1,6,At-Risk,Meat & Snacks,Churned
1974,2015-05-03,1,5,242,2,1,1,4,Churned,Other,Churned
1975,2015-09-26,2,4,96,4,1,1,6,At-Risk,Bakery & Grains,Churned
1976,2015-10-14,1,3,78,4,1,1,6,At-Risk,Fresh Produce,Churned
1977,2015-01-12,1,3,353,1,1,1,3,Churned,Dairy,Churned
1978,2015-03-06,3,6,300,2,2,2,6,Churned,Dairy,Churned
1979,2015-11-21,8,17,40,5,5,5,15,Champion,Other,Retained High-Value
1980,2015-10-15,5,10,77,4,4,3,11,Loyal,Fresh Produce,Retained
1981,2015-10-31,2,4,61,4,1,1,6,At-Risk,Dairy,Churned
1982,2015-12-14,3,7,17,5,2,2,9,Potential,Other,Retained
1983,2015-08-09,7,16,144,3,5,5,13,Champion,Dairy,Retained High-Value
1985,2015-11-26,3,8,35,5,2,2,9,Potential,Other,Retained
1987,2015-10-15,3,9,77,4,2,3,9,Potential,Bakery & Grains,Retained
1988,2015-09-08,2,6,114,3,1,2,6,At-Risk,Other,Churned
1989,2015-09-09,1,2,113,3,1,1,5,At-Risk,Beverages,Churned
1990,2015-08-01,3,6,152,3,2,2,7,Potential,Bakery & Grains,Retained
1991,2015-12-09,9,23,22,5,5,5,15,Champion,Beverages,Retained High-Value
1992,2015-08-28,3,8,125,3,2,2,7,Potential,Meat & Snacks,Retained
1993,2015-07-08,3,9,176,3,2,3,8,Potential,Bakery & Grains,Retained
1994,2015-10-05,3,14,87,4,2,4,10,Loyal,Beverages,Retained
1995,2015-06-12,5,17,202,2,4,5,11,Loyal,Dairy,Retained
1996,2015-05-10,4,10,235,2,3,3,8,Potential,Dairy,Retained
1997,2015-12-28,6,21,3,5,5,5,15,Champion,Other,Retained High-Value
1998,2015-05-18,9,27,227,2,5,5,12,Loyal,Other,Retained
1999,2015-08-24,4,16,129,3,3,5,11,Loyal,Other,Retained
2000,2015-08-23,2,7,130,3,1,2,6,At-Risk,Other,Churned
2001,2015-09-09,7,20,113,3,5,5,13,Champion,Dairy,Retained High-Value
2002,2015-10-20,1,7,72,4,1,2,7,Potential,Other,Retained
2003,2015-11-23,2,6,38,5,1,2,8,Potential,Other,Retained
2004,2015-08-21,5,13,132,3,4,4,11,Loyal,Fresh Produce,Retained
2005,2015-09-22,4,13,100,4,3,4,11,Loyal,Beverages,Retained
2006,2015-12-08,2,4,23,5,1,1,7,Potential,Other,Retained
2007,2015-11-23,2,6,38,5,1,2,8,Potential,Other,Retained
2008,2015-10-21,3,6,71,4,2,2,8,Potential,Beverages,Retained
2009,2015-10-11,3,6,81,4,2,2,8,Potential,Bakery & Grains,Retained
2010,2015-12-19,4,12,12,5,3,4,12,Loyal,Dairy,Retained
2011,2015-12-23,8,18,8,5,5,5,15,Champion,Other,Retained High-Value
2012,2015-03-29,2,4,277,2,1,1,4,Churned,Beverages,Churned
2013,2015-08-30,3,7,123,3,2,2,7,Potential,Dairy,Retained
2014,2015-06-23,8,19,191,2,5,5,12,Loyal,Dairy,Retained
2015,2015-05-12,2,4,233,2,1,1,4,Churned,Beverages,Churned
2016,2015-08-15,2,4,138,3,1,1,5,At-Risk,Other,Churned
2017,2015-10-23,7,16,69,4,5,5,14,Champion,Dairy,Retained High-Value
2018,2015-08-25,5,13,128,3,4,4,11,Loyal,Bakery & Grains,Retained
2019,2015-11-14,7,18,47,4,5,5,14,Champion,Fresh Produce,Retained High-Value
2020,2015-11-19,3,9,42,5,2,3,10,Loyal,Meat & Snacks,Retained
2021,2015-01-12,1,2,353,1,1,1,3,Churned,Other,Churned
2022,2015-07-22,6,23,162,3,5,5,13,Champion,Other,Retained High-Value
2023,2015-08-31,3,7,122,3,2,2,7,Potential,Fresh Produce,Retained
2024,2014-07-21,2,4,528,1,1,1,3,Churned,Other,Churned
2025,2014-11-13,3,8,413,1,2,2,5,Churned,Other,Churned
2026,2014-11-14,2,4,412,1,1,1,3,Churned,Other,Churned
2027,2014-10-09,2,5,448,1,1,1,3,Churned,Dairy,Churned
2028,2015-12-20,6,13,11,5,5,4,14,Champion,Other,Retained High-Value
2029,2015-07-08,5,11,176,3,4,4,11,Loyal,Beverages,Retained
2030,2015-09-04,3,7,118,3,2,2,7,Potential,Other,Retained
2031,2015-02-26,4,14,308,2,3,4,9,Potential,Other,Retained
2032,2015-07-28,2,7,156,3,1,2,6,At-Risk,Other,Churned
2033,2015-02-14,4,11,320,2,3,4,9,Potential,Other,Retained
2034,2015-10-11,3,6,81,4,2,2,8,Potential,Other,Retained
2035,2015-12-23,3,11,8,5,2,4,11,Loyal,Bakery & Grains,Retained
2036,2014-08-27,3,6,491,1,2,2,5,Churned,Beverages,Churned
2037,2015-04-19,3,8,256,2,2,2,6,Churned,Dairy,Churned
2038,2015-05-17,5,10,228,2,4,3,9,Potential,Bakery & Grains,Retained
2039,2015-09-22,2,4,100,4,1,1,6,At-Risk,Other,Churned
2040,2015-10-07,6,15,85,4,5,5,14,Champion,Other,Retained High-Value
2041,2015-09-24,7,15,98,4,5,5,14,Champion,Other,Retained High-Value
2042,2015-11-19,6,14,42,5,5,4,14,Champion,Fresh Produce,Retained High-Value
2043,2015-04-21,5,16,254,2,4,5,11,Loyal,Other,Retained
2044,2015-12-16,4,9,15,5,3,3,11,Loyal,Dairy,Retained
2045,2015-12-07,7,15,24,5,5,5,15,Champion,Beverages,Retained High-Value
2046,2015-08-21,2,5,132,3,1,1,5,At-Risk,Beverages,Churned
2047,2015-12-20,5,12,11,5,4,4,13,Champion,Other,Retained High-Value
2048,2015-12-16,6,12,15,5,5,4,14,Champion,Other,Retained High-Value
2049,2015-10-07,4,9,85,4,3,3,10,Loyal,Dairy,Retained
2050,2015-06-28,2,4,186,3,1,1,5,At-Risk,Bakery & Grains,Churned
2051,2015-11-14,8,33,47,4,5,5,14,Champion,Other,Retained High-Value
2053,2015-09-21,3,8,101,4,2,2,8,Potential,Beverages,Retained
2054,2015-12-15,3,12,16,5,2,4,11,Loyal,Other,Retained
2055,2015-11-08,7,17,53,4,5,5,14,Champion,Beverages,Retained High-Value
2056,2015-11-24,6,18,37,5,5,5,15,Champion,Other,Retained High-Value
2057,2015-11-13,2,5,48,4,1,1,6,At-Risk,Other,Churned
2058,2015-06-04,4,12,210,2,3,4,9,Potential,Fresh Produce,Retained
2059,2014-09-07,4,9,480,1,3,3,7,Potential,Other,Retained
2060,2015-07-26,2,5,158,3,1,1,5,At-Risk,Meat & Snacks,Churned
2061,2015-12-27,4,11,4,5,3,4,12,Loyal,Meat & Snacks,Retained
2062,2015-09-22,3,8,100,4,2,2,8,Potential,Other,Retained
2063,2015-11-27,6,13,34,5,5,4,14,Champion,Other,Retained High-Value
2064,2015-08-21,3,8,132,3,2,2,7,Potential,Other,Retained
2065,2015-01-22,6,14,343,1,5,4,10,Loyal,Fresh Produce,Retained
2066,2015-05-21,4,12,224,2,3,4,9,Potential,Other,Retained
2067,2015-08-12,4,9,141,3,3,3,9,Potential,Dairy,Retained
2068,2015-06-07,5,12,207,2,4,4,10,Loyal,Other,Retained
2069,2015-07-02,5,10,182,3,4,3,10,Loyal,Fresh Produce,Retained
2070,2015-12-19,9,24,12,5,5,5,15,Champion,Other,Retained High-Value
2071,2015-10-14,4,10,78,4,3,3,10,Loyal,Other,Retained
2072,2015-11-28,5,13,33,5,4,4,13,Champion,Other,Retained High-Value
2073,2015-06-18,4,9,196,2,3,3,8,Potential,Dairy,Retained
2074,2015-12-20,4,11,11,5,3,4,12,Loyal,Other,Retained
2075,2015-01-20,3,6,345,1,2,2,5,Churned,Fresh Produce,Churned
2076,2015-12-04,4,8,27,5,3,2,10,Loyal,Meat & Snacks,Retained
2077,2015-05-15,4,15,230,2,3,5,10,Loyal,Other,Retained
2078,2015-10-16,2,6,76,4,1,2,7,Potential,Beverages,Retained
2079,2015-07-19,5,14,165,3,4,4,11,Loyal,Other,Retained
2080,2015-04-21,2,5,254,2,1,1,4,Churned,Other,Churned
2081,2015-01-22,3,10,343,1,2,3,6,Churned,Other,Churned
2082,2015-11-23,4,10,38,5,3,3,11,Loyal,Dairy,Retained
2083,2015-11-07,4,12,54,4,3,4,11,Loyal,Other,Retained
2084,2015-08-15,2,4,138,3,1,1,5,At-Risk,Other,Churned
2085,2015-04-22,4,8,253,2,3,2,7,Potential,Dairy,Retained
2086,2015-06-02,6,20,212,2,5,5,12,Loyal,Fresh Produce,Retained
2087,2015-04-09,4,10,266,2,3,3,8,Potential,Other,Retained
2088,2015-02-09,2,5,325,1,1,1,3,Churned,Other,Churned
2089,2015-10-31,7,16,61,4,5,5,14,Champion,Bakery & Grains,Retained High-Value
2091,2015-10-19,4,11,73,4,3,4,11,Loyal,Other,Retained
2092,2015-11-06,5,17,55,4,4,5,13,Champion,Meat & Snacks,Retained High-Value
2093,2015-06-12,6,16,202,2,5,5,12,Loyal,Other,Retained
2094,2014-05-07,3,6,603,1,2,2,5,Churned,Dairy,Churned
2095,2015-09-29,2,6,93,4,1,2,7,Potential,Bakery & Grains,Retained
2096,2015-01-25,1,2,340,1,1,1,3,Churned,Meat & Snacks,Churned
2097,2015-10-01,3,11,91,4,2,4,10,Loyal,Other,Retained
2098,2014-10-20,2,7,437,1,1,2,4,Churned,Fresh Produce,Churned
2100,2015-10-13,6,15,79,4,5,5,14,Champion,Dairy,Retained High-Value
2101,2015-12-20,4,11,11,5,3,4,12,Loyal,Fresh Produce,Retained
2102,2015-05-10,5,12,235,2,4,4,10,Loyal,Dairy,Retained
2103,2015-03-11,1,2,295,2,1,1,4,Churned,Other,Churned
2104,2015-10-20,4,9,72,4,3,3,10,Loyal,Beverages,Retained
2105,2015-01-21,2,5,344,1,1,1,3,Churned,Other,Churned
2106,2015-11-24,5,12,37,5,4,4,13,Champion,Fresh Produce,Retained High-Value
2107,2015-11-27,6,19,34,5,5,5,15,Champion,Dairy,Retained High-Value
2108,2015-10-01,3,7,91,4,2,2,8,Potential,Other,Retained
2109,2015-10-28,4,10,64,4,3,3,10,Loyal,Other,Retained
2110,2015-07-29,3,8,155,3,2,2,7,Potential,Dairy,Retained
2111,2015-02-25,4,8,309,2,3,2,7,Potential,Beverages,Retained
2112,2014-06-06,2,4,573,1,1,1,3,Churned,Other,Churned
2113,2015-09-07,3,8,115,3,2,2,7,Potential,Dairy,Retained
2114,2015-11-06,3,6,55,4,2,2,8,Potential,Beverages,Retained
2115,2015-11-18,3,7,43,5,2,2,9,Potential,Other,Retained
2116,2015-08-29,2,4,124,3,1,1,5,At-Risk,Fresh Produce,Churned
2117,2015-11-07,3,13,54,4,2,4,10,Loyal,Other,Retained
2118,2015-07-18,2,5,166,3,1,1,5,At-Risk,Other,Churned
2119,2015-09-24,3,8,98,4,2,2,8,Potential,Other,Retained
2120,2015-10-07,7,14,85,4,5,4,13,Champion,Beverages,Retained High-Value
2121,2014-11-03,2,4,423,1,1,1,3,Churned,Beverages,Churned
2122,2015-04-07,4,10,268,2,3,3,8,Potential,Other,Retained
2123,2014-06-06,1,3,573,1,1,1,3,Churned,Other,Churned
2125,2015-06-25,2,6,189,3,1,2,6,At-Risk,Dairy,Churned
2126,2014-04-27,1,2,613,1,1,1,3,Churned,Fresh Produce,Churned
2127,2015-11-19,5,12,42,5,4,4,13,Champion,Dairy,Retained High-Value
2128,2015-08-10,5,11,143,3,4,4,11,Loyal,Other,Retained
2129,2015-08-11,6,16,142,3,5,5,13,Champion,Other,Retained High-Value
2131,2015-08-27,6,12,126,3,5,4,12,Loyal,Beverages,Retained
2132,2014-12-19,5,11,377,1,4,4,9,Potential,Other,Retained
2133,2015-08-05,7,16,148,3,5,5,13,Champion,Fresh Produce,Retained High-Value
2134,2015-09-26,3,7,96,4,2,2,8,Potential,Beverages,Retained
2135,2015-01-25,2,8,340,1,1,2,4,Churned,Other,Churned
2136,2015-02-10,1,2,324,2,1,1,4,Churned,Beverages,Churned
2137,2014-04-25,2,4,615,1,1,1,3,Churned,Other,Churned
2138,2015-03-04,7,18,302,2,5,5,12,Loyal,Fresh Produce,Retained
2139,2015-04-16,5,12,259,2,4,4,10,Loyal,Fresh Produce,Retained
2140,2015-12-30,3,6,1,5,2,2,9,Potential,Dairy,Retained
2141,2015-03-08,4,9,298,2,3,3,8,Potential,Dairy,Retained
2142,2015-06-25,5,19,189,3,4,5,12,Loyal,Other,Retained
2143,2015-07-25,3,7,159,3,2,2,7,Potential,Dairy,Retained
2144,2015-01-05,5,10,360,1,4,3,8,Potential,Meat & Snacks,Retained
2145,2015-12-12,2,5,19,5,1,1,7,Potential,Beverages,Retained
2146,2015-06-20,3,6,194,2,2,2,6,Churned,Meat & Snacks,Churned
2147,2015-11-12,4,9,49,4,3,3,10,Loyal,Fresh Produce,Retained
2148,2015-07-19,5,10,165,3,4,3,10,Loyal,Beverages,Retained
2149,2015-05-23,4,9,222,2,3,3,8,Potential,Other,Retained
2151,2015-09-29,5,11,93,4,4,4,12,Loyal,Other,Retained
2152,2015-09-03,5,12,119,3,4,4,11,Loyal,Other,Retained
2153,2014-12-14,2,4,382,1,1,1,3,Churned,Other,Churned
2154,2015-03-15,5,11,291,2,4,4,10,Loyal,Bakery & Grains,Retained
2155,2014-11-11,4,8,415,1,3,2,6,Churned,Beverages,Churned
2156,2015-08-07,4,9,146,3,3,3,9,Potential,Other,Retained
2157,2015-10-29,4,11,63,4,3,4,11,Loyal,Other,Retained
2158,2015-08-01,2,11,152,3,1,4,8,Potential,Other,Retained
2159,2015-07-17,3,8,167,3,2,2,7,Potential,Fresh Produce,Retained
2160,2015-10-06,6,12,86,4,5,4,13,Champion,Bakery & Grains,Retained High-Value
2161,2014-09-24,2,4,463,1,1,1,3,Churned,Beverages,Churned
2162,2015-06-19,3,10,195,2,2,3,7,Potential,Other,Retained
2164,2015-11-24,9,25,37,5,5,5,15,Champion,Other,Retained High-Value
2165,2015-09-06,6,12,116,3,5,4,12,Loyal,Beverages,Retained
2166,2015-12-10,6,15,21,5,5,5,15,Champion,Fresh Produce,Retained High-Value
