customer_id,order_date,product,first_order_date
1725,2014-09-21,dessert,2014-08-21
1725,2014-09-21,newspapers,2014-08-21
1725,2014-10-27,tropical fruit,2014-08-21
1725,2014-10-27,yogurt,2014-08-21
1726,2014-03-14,bottled beer,2014-03-14
1726,2014-03-14,other vegetables,2014-03-14
1726,2014-04-05,root vegetables,2014-03-14
1726,2014-04-05,whole milk,2014-03-14
1726,2014-05-15,pastry,2014-03-14
1726,2014-05-15,detergent,2014-03-14
1726,2015-11-02,other vegetables,2014-03-14
1726,2015-11-02,pip fruit,2014-03-14
1726,2015-11-02,dessert,2014-03-14
1726,2015-11-02,red/blush wine,2014-03-14
1726,2015-12-26,other vegetables,2014-03-14
1726,2015-12-26,pip fruit,2014-03-14
1726,2015-12-26,napkins,2014-03-14
1727,2014-08-11,brown bread,2014-08-11
1727,2014-08-11,whole milk,2014-08-11
1727,2014-08-11,canned fish,2014-08-11
1727,2014-08-11,brown bread,2014-08-11
1727,2015-07-18,citrus fruit,2014-08-11
1727,2015-07-18,beef,2014-08-11
1728,2014-06-22,rolls/buns,2014-06-22
1728,2014-06-22,rum,2014-06-22
1728,2014-10-18,root vegetables,2014-06-22
1728,2014-10-18,processed cheese,2014-06-22
1728,2015-08-15,soda,2014-06-22
1728,2015-08-15,bottled water,2014-06-22
1728,2015-08-15,ice cream,2014-06-22
1729,2014-03-20,other vegetables,2014-03-20
1729,2014-03-20,whipped/sour cream,2014-03-20
1729,2014-04-19,newspapers,2014-03-20
1729,2014-04-19,pastry,2014-03-20
1729,2015-07-23,frankfurter,2014-03-20
1729,2015-07-23,rolls/buns,2014-03-20
1729,2015-07-23,newspapers,2014-03-20
1729,2015-07-23,waffles,2014-03-20
1729,2015-08-01,frankfurter,2014-03-20
1729,2015-08-01,whole milk,2014-03-20
1729,2015-08-28,meat,2014-03-20
1729,2015-08-28,whole milk,2014-03-20
1729,2015-08-28,ready soups,2014-03-20
1729,2015-12-15,beef,2014-03-20
1729,2015-12-15,pet care,2014-03-20
1730,2014-08-19,sugar,2014-08-19
1730,2014-08-19,napkins,2014-08-19
1730,2015-01-24,sausage,2014-08-19
1730,2015-01-24,whole milk,2014-08-19
1730,2015-09-19,other vegetables,2014-08-19
1730,2015-09-19,rolls/buns,2014-08-19
1730,2015-12-25,sausage,2014-08-19
1730,2015-12-25,semi-finished bread,2014-08-19
1731,2014-08-26,other vegetables,2014-08-26
1731,2014-08-26,processed cheese,2014-08-26
1731,2014-10-26,other vegetables,2014-08-26
1731,2014-10-26,long life bakery product,2014-08-26
1731,2014-12-28,sausage,2014-08-26
1731,2014-12-28,salt,2014-08-26
1731,2015-08-17,whole milk,2014-08-26
1731,2015-08-17,whole milk,2014-08-26
1731,2015-09-09,bottled beer,2014-08-26
1731,2015-09-09,tropical fruit,2014-08-26
1731,2015-11-20,chicken,2014-08-26
1731,2015-11-20,waffles,2014-08-26
1732,2014-04-03,citrus fruit,2014-04-03
1732,2014-04-03,canned beer,2014-04-03
1732,2014-04-03,flour,2014-04-03
1732,2015-03-09,citrus fruit,2014-04-03
1732,2015-03-09,yogurt,2014-04-03
1732,2015-05-29,pork,2014-04-03
1732,2015-05-29,long life bakery product,2014-04-03
1733,2014-02-27,mustard,2014-02-27
1733,2014-02-27,rolls/buns,2014-02-27
1733,2014-02-27,white bread,2014-02-27
1733,2014-02-27,newspapers,2014-02-27
1733,2014-07-02,zwieback,2014-02-27
1733,2014-07-02,butter,2014-02-27
1733,2015-03-18,whole milk,2014-02-27
1733,2015-03-18,coffee,2014-02-27
1733,2015-03-18,salty snack,2014-02-27
1733,2015-03-18,root vegetables,2014-02-27
1733,2015-03-18,yogurt,2014-02-27
1733,2015-03-18,oil,2014-02-27
1733,2015-03-18,soft cheese,2014-02-27
1733,2015-06-23,pip fruit,2014-02-27
1733,2015-06-23,canned fish,2014-02-27
1733,2015-06-23,organic sausage,2014-02-27
1733,2015-06-23,pastry,2014-02-27
1734,2014-08-17,other vegetables,2014-08-17
1734,2014-08-17,beverages,2014-08-17
1734,2014-11-07,napkins,2014-08-17
1734,2014-11-07,yogurt,2014-08-17
1734,2015-02-15,chocolate,2014-08-17
1734,2015-02-15,whipped/sour cream,2014-08-17
1734,2015-02-15,baking powder,2014-08-17
1734,2015-02-15,frozen vegetables,2014-08-17
1734,2015-03-20,beef,2014-08-17
1734,2015-03-20,rum,2014-08-17
1734,2015-03-20,brown bread,2014-08-17
1734,2015-06-08,sausage,2014-08-17
1734,2015-06-08,tropical fruit,2014-08-17
1734,2015-06-08,pork,2014-08-17
1734,2015-06-08,rolls/buns,2014-08-17
1734,2015-07-13,rolls/buns,2014-08-17
1734,2015-07-13,bottled water,2014-08-17
1735,2014-04-22,curd,2014-04-22
1735,2014-04-22,rolls/buns,2014-04-22
1735,2014-04-22,candy,2014-04-22
1735,2014-08-06,soda,2014-04-22
1735,2014-08-06,napkins,2014-04-22
1736,2014-03-11,butter,2014-03-11
1736,2014-03-11,soda,2014-03-11
1736,2014-07-15,butter,2014-03-11
1736,2014-07-15,soda,2014-03-11
1736,2014-09-10,tropical fruit,2014-03-11
1736,2014-09-10,long life bakery product,2014-03-11
1736,2014-09-30,whole milk,2014-03-11
1736,2014-09-30,root vegetables,2014-03-11
1736,2015-08-29,rolls/buns,2014-03-11
1736,2015-08-29,pickled vegetables,2014-03-11
1736,2015-08-29,chocolate,2014-03-11
1736,2015-08-29,whole milk,2014-03-11
1737,2014-08-28,sausage,2014-08-28
1737,2014-08-28,detergent,2014-08-28
1737,2014-09-04,yogurt,2014-08-28
1737,2014-09-04,flour,2014-08-28
1737,2015-01-23,citrus fruit,2014-08-28
1737,2015-01-23,whole milk,2014-08-28
1737,2015-01-23,rolls/buns,2014-08-28
1737,2015-01-23,liquor,2014-08-28
1737,2015-01-23,tropical fruit,2014-08-28
1737,2015-05-09,pastry,2014-08-28
1737,2015-05-09,hamburger meat,2014-08-28
1737,2015-05-09,newspapers,2014-08-28
1737,2015-05-09,other vegetables,2014-08-28
1737,2015-05-09,root vegetables,2014-08-28
1737,2015-05-09,instant coffee,2014-08-28
1737,2015-05-09,yogurt,2014-08-28
1737,2015-05-09,domestic eggs,2014-08-28
1737,2015-05-15,tropical fruit,2014-08-28
1737,2015-05-15,citrus fruit,2014-08-28
1737,2015-09-05,hamburger meat,2014-08-28
1737,2015-09-05,condensed milk,2014-08-28
1738,2014-07-15,brown bread,2014-07-15
1738,2014-07-15,soda,2014-07-15
1738,2014-08-10,whole milk,2014-07-15
1738,2014-08-10,liquor (appetizer),2014-07-15
1738,2014-09-06,dessert,2014-07-15
1738,2014-09-06,pastry,2014-07-15
1738,2014-10-01,yogurt,2014-07-15
1738,2014-10-01,rolls/buns,2014-07-15
1739,2014-09-11,pastry,2014-09-11
1739,2014-09-11,photo/film,2014-09-11
1739,2015-05-31,sausage,2014-09-11
1739,2015-05-31,soda,2014-09-11
1740,2014-02-21,root vegetables,2014-02-21
1740,2014-02-21,soda,2014-02-21
1740,2014-02-21,dessert,2014-02-21
1740,2014-07-08,specialty bar,2014-02-21
1740,2014-07-08,soda,2014-02-21
1740,2014-07-11,canned beer,2014-02-21
1740,2014-07-11,yogurt,2014-02-21
1740,2014-07-13,whipped/sour cream,2014-02-21
1740,2014-07-13,rolls/buns,2014-02-21
1740,2014-07-26,tropical fruit,2014-02-21
1740,2014-07-26,white bread,2014-02-21
1740,2014-10-30,domestic eggs,2014-02-21
1740,2014-10-30,whole milk,2014-02-21
1740,2014-10-30,napkins,2014-02-21
1740,2014-11-21,ham,2014-02-21
1740,2014-11-21,curd cheese,2014-02-21
1741,2014-07-12,liver loaf,2014-07-12
1741,2014-07-12,other vegetables,2014-07-12
1741,2014-07-19,margarine,2014-07-12
1741,2014-07-19,bottled beer,2014-07-12
1741,2014-10-08,rolls/buns,2014-07-12
1741,2014-10-08,packaged fruit/vegetables,2014-07-12
1741,2014-12-05,specialty chocolate,2014-07-12
1741,2014-12-05,candles,2014-07-12
1741,2014-12-10,fruit/vegetable juice,2014-07-12
1741,2014-12-10,packaged fruit/vegetables,2014-07-12
1741,2015-12-20,sausage,2014-07-12
1741,2015-12-20,napkins,2014-07-12
1741,2015-12-20,curd,2014-07-12
1742,2014-10-20,frankfurter,2014-10-20
1742,2014-10-20,mustard,2014-10-20
1742,2015-07-05,napkins,2014-10-20
1742,2015-07-05,photo/film,2014-10-20
1742,2015-11-27,other vegetables,2014-10-20
1742,2015-11-27,root vegetables,2014-10-20
1742,2015-12-12,sausage,2014-10-20
1742,2015-12-12,detergent,2014-10-20
1742,2015-12-12,salty snack,2014-10-20
1743,2014-01-17,frankfurter,2014-01-17
1743,2014-01-17,whipped/sour cream,2014-01-17
1743,2014-12-01,root vegetables,2014-01-17
1743,2014-12-01,whipped/sour cream,2014-01-17
1743,2014-12-01,specialty bar,2014-01-17
1743,2015-04-18,sliced cheese,2014-01-17
1743,2015-04-18,dessert,2014-01-17
1743,2015-04-18,cream cheese ,2014-01-17
1743,2015-11-13,pip fruit,2014-01-17
1743,2015-11-13,frozen meals,2014-01-17
1743,2015-11-13,white bread,2014-01-17
1743,2015-11-13,brown bread,2014-01-17
1743,2015-11-13,fruit/vegetable juice,2014-01-17
1743,2015-11-13,pastry,2014-01-17
1744,2015-06-27,canned beer,2015-06-27
1744,2015-06-27,soda,2015-06-27
1744,2015-09-28,domestic eggs,2015-06-27
1744,2015-09-28,bottled beer,2015-06-27
1745,2014-03-22,tropical fruit,2014-03-22
1745,2014-03-22,yogurt,2014-03-22
1746,2014-03-21,root vegetables,2014-03-21
1746,2014-03-21,margarine,2014-03-21
1746,2014-10-23,tropical fruit,2014-03-21
1746,2014-10-23,cream cheese ,2014-03-21
1746,2015-02-15,Instant food products,2014-03-21
1746,2015-02-15,pip fruit,2014-03-21
1746,2015-08-08,pip fruit,2014-03-21
1746,2015-08-08,bottled water,2014-03-21
1746,2015-10-14,whole milk,2014-03-21
1746,2015-10-14,UHT-milk,2014-03-21
1747,2014-01-07,frankfurter,2014-01-07
1747,2014-01-07,margarine,2014-01-07
1747,2014-01-07,frozen vegetables,2014-01-07
1747,2014-05-24,root vegetables,2014-01-07
1747,2014-05-24,other vegetables,2014-01-07
1747,2014-09-07,roll products ,2014-01-07
1747,2014-09-07,rolls/buns,2014-01-07
1747,2014-09-17,curd,2014-01-07
1747,2014-09-17,whipped/sour cream,2014-01-07
1747,2014-12-17,canned beer,2014-01-07
1747,2014-12-17,red/blush wine,2014-01-07
1748,2014-03-12,soda,2014-03-12
1748,2014-03-12,root vegetables,2014-03-12
1748,2014-07-27,whipped/sour cream,2014-03-12
1748,2014-07-27,yogurt,2014-03-12
1748,2014-07-27,processed cheese,2014-03-12
1748,2014-07-27,rolls/buns,2014-03-12
1748,2014-08-14,kitchen utensil,2014-03-12
1748,2014-08-14,bottled water,2014-03-12
1748,2014-08-14,rolls/buns,2014-03-12
1748,2014-08-14,pasta,2014-03-12
1748,2014-08-14,bottled water,2014-03-12
1748,2014-08-26,bottled beer,2014-03-12
1748,2014-08-26,butter,2014-03-12
1748,2015-03-08,pip fruit,2014-03-12
1748,2015-03-08,roll products ,2014-03-12
1748,2015-03-08,beverages,2014-03-12
1748,2015-03-08,whole milk,2014-03-12
1748,2015-03-08,canned fish,2014-03-12
1748,2015-03-08,sugar,2014-03-12
1749,2014-09-09,berries,2014-09-09
1749,2014-09-09,root vegetables,2014-09-09
1749,2014-12-09,ham,2014-09-09
1749,2014-12-09,onions,2014-09-09
1749,2014-12-09,baking powder,2014-09-09
1749,2015-01-04,frankfurter,2014-09-09
1749,2015-01-04,specialty cheese,2014-09-09
1749,2015-01-04,soft cheese,2014-09-09
1750,2014-05-28,beef,2014-05-28
1750,2014-05-28,shopping bags,2014-05-28
1750,2014-06-09,whole milk,2014-05-28
1750,2014-06-09,baking powder,2014-05-28
1750,2014-06-09,newspapers,2014-05-28
1750,2014-06-16,shopping bags,2014-05-28
1750,2014-06-16,rolls/buns,2014-05-28
1750,2014-07-17,root vegetables,2014-05-28
1750,2014-07-17,dog food,2014-05-28
1750,2015-02-08,onions,2014-05-28
1750,2015-02-08,pastry,2014-05-28
1750,2015-02-08,soda,2014-05-28
1751,2014-02-15,whole milk,2014-02-15
1751,2014-02-15,candy,2014-02-15
1751,2014-02-27,yogurt,2014-02-15
1751,2014-02-27,newspapers,2014-02-15
1751,2014-09-04,whipped/sour cream,2014-02-15
1751,2014-09-04,herbs,2014-02-15
1751,2014-09-04,flour,2014-02-15
1751,2014-09-04,oil,2014-02-15
1751,2015-03-25,sausage,2014-02-15
1751,2015-03-25,pip fruit,2014-02-15
1752,2014-04-13,pip fruit,2014-04-13
1752,2014-04-13,butter,2014-04-13
1752,2014-07-12,canned beer,2014-04-13
1752,2014-07-12,other vegetables,2014-04-13
1752,2014-11-23,newspapers,2014-04-13
1752,2014-11-23,cake bar,2014-04-13
1752,2015-04-06,other vegetables,2014-04-13
1752,2015-04-06,cream cheese ,2014-04-13
1752,2015-04-19,pip fruit,2014-04-13
1752,2015-04-19,butter milk,2014-04-13
1753,2014-02-26,berries,2014-02-26
1753,2014-02-26,canned fish,2014-02-26
1753,2014-06-05,cream cheese ,2014-02-26
1753,2014-06-05,fruit/vegetable juice,2014-02-26
1753,2014-07-30,hygiene articles,2014-02-26
1753,2014-07-30,pastry,2014-02-26
1753,2014-10-03,other vegetables,2014-02-26
1753,2014-10-03,whole milk,2014-02-26
1753,2014-10-03,sliced cheese,2014-02-26
1753,2014-12-12,whole milk,2014-02-26
1753,2014-12-12,rolls/buns,2014-02-26
1753,2015-02-26,sausage,2014-02-26
1753,2015-02-26,other vegetables,2014-02-26
1753,2015-02-26,other vegetables,2014-02-26
1753,2015-02-26,butter milk,2014-02-26
1753,2015-08-21,root vegetables,2014-02-26
1753,2015-08-21,pickled vegetables,2014-02-26
1754,2014-04-20,whipped/sour cream,2014-04-20
1754,2014-04-20,cream cheese ,2014-04-20
1754,2014-06-07,pastry,2014-04-20
1754,2014-06-07,bottled water,2014-04-20
1754,2014-06-30,root vegetables,2014-04-20
1754,2014-06-30,pickled vegetables,2014-04-20
1754,2015-07-08,canned beer,2014-04-20
1754,2015-07-08,curd,2014-04-20
1754,2015-07-08,coffee,2014-04-20
1754,2015-07-08,flour,2014-04-20
1754,2015-09-17,citrus fruit,2014-04-20
1754,2015-09-17,beverages,2014-04-20
1754,2015-09-17,pip fruit,2014-04-20
1754,2015-09-17,other vegetables,2014-04-20
1755,2014-01-19,whole milk,2014-01-19
1755,2014-01-19,soda,2014-01-19
1755,2014-06-04,waffles,2014-01-19
1755,2014-06-04,spread cheese,2014-01-19
1756,2014-06-03,whole milk,2014-06-03
1756,2014-06-03,soda,2014-06-03
1756,2014-09-22,UHT-milk,2014-06-03
1756,2014-09-22,skin care,2014-06-03
1756,2015-03-03,pork,2014-06-03
1756,2015-03-03,other vegetables,2014-06-03
1756,2015-09-23,ice cream,2014-06-03
1756,2015-09-23,onions,2014-06-03
1756,2015-09-23,soda,2014-06-03
1757,2014-03-30,yogurt,2014-03-30
1757,2014-03-30,whole milk,2014-03-30
1757,2015-02-24,pork,2014-03-30
1757,2015-02-24,salty snack,2014-03-30
1757,2015-06-15,frankfurter,2014-03-30
1757,2015-06-15,finished products,2014-03-30
1757,2015-06-15,canned beer,2014-03-30
1757,2015-06-15,hamburger meat,2014-03-30
1757,2015-06-15,packaged fruit/vegetables,2014-03-30
1757,2015-06-15,whipped/sour cream,2014-03-30
1757,2015-06-15,curd,2014-03-30
1757,2015-06-15,sweet spreads,2014-03-30
1757,2015-06-15,white bread,2014-03-30
1757,2015-12-23,root vegetables,2014-03-30
1757,2015-12-23,other vegetables,2014-03-30
1758,2014-09-21,rolls/buns,2014-09-21
1758,2014-09-21,margarine,2014-09-21
1758,2014-09-21,whipped/sour cream,2014-09-21
1758,2014-12-24,salt,2014-09-21
1758,2014-12-24,whole milk,2014-09-21
1758,2014-12-24,pickled vegetables,2014-09-21
1758,2015-02-26,chocolate,2014-09-21
1758,2015-02-26,other vegetables,2014-09-21
1758,2015-02-26,chocolate,2014-09-21
1758,2015-02-26,pip fruit,2014-09-21
1758,2015-02-26,bottled water,2014-09-21
1758,2015-02-26,yogurt,2014-09-21
1758,2015-02-26,pasta,2014-09-21
1758,2015-02-26,shopping bags,2014-09-21
1759,2014-07-28,bottled water,2014-07-28
1759,2014-07-28,flour,2014-07-28
1759,2014-08-01,pet care,2014-07-28
1759,2014-08-01,newspapers,2014-07-28
1759,2014-08-01,dog food,2014-07-28
1759,2015-09-26,bottled beer,2014-07-28
1759,2015-09-26,ham,2014-07-28
1759,2015-09-26,other vegetables,2014-07-28
1759,2015-09-26,pork,2014-07-28
1759,2015-09-26,whole milk,2014-07-28
1759,2015-09-26,oil,2014-07-28
1759,2015-09-26,brown bread,2014-07-28
1760,2014-07-28,cream cheese ,2014-07-28
1760,2014-07-28,margarine,2014-07-28
1760,2014-07-28,dish cleaner,2014-07-28
1760,2014-09-21,soda,2014-07-28
1760,2014-09-21,fruit/vegetable juice,2014-07-28
1760,2015-01-23,newspapers,2014-07-28
1760,2015-01-23,sausage,2014-07-28
1760,2015-01-23,sugar,2014-07-28
1761,2014-02-26,whole milk,2014-02-26
1761,2014-02-26,dish cleaner,2014-02-26
1761,2014-02-26,frozen fish,2014-02-26
1761,2014-02-26,newspapers,2014-02-26
1761,2014-04-05,shopping bags,2014-02-26
1761,2014-04-05,shopping bags,2014-02-26
1761,2014-07-26,tropical fruit,2014-02-26
1761,2014-07-26,UHT-milk,2014-02-26
1761,2014-10-18,whole milk,2014-02-26
1761,2014-10-18,hygiene articles,2014-02-26
1761,2014-10-29,pudding powder,2014-02-26
1761,2014-10-29,mustard,2014-02-26
1761,2015-08-09,rolls/buns,2014-02-26
1761,2015-08-09,napkins,2014-02-26
1761,2015-08-09,cream cheese ,2014-02-26
1761,2015-08-09,shopping bags,2014-02-26
1761,2015-10-02,bottled beer,2014-02-26
1761,2015-10-02,seasonal products,2014-02-26
1762,2015-01-21,citrus fruit,2015-01-21
1762,2015-01-21,other vegetables,2015-01-21
1762,2015-07-01,dessert,2015-01-21
1762,2015-07-01,bottled beer,2015-01-21
1763,2015-09-13,coffee,2015-09-13
1763,2015-09-13,hard cheese,2015-09-13
1763,2015-09-13,domestic eggs,2015-09-13
1763,2015-12-03,frankfurter,2015-09-13
1763,2015-12-03,frozen vegetables,2015-09-13
1763,2015-12-27,pork,2015-09-13
1763,2015-12-27,semi-finished bread,2015-09-13
1764,2014-01-03,honey,2014-01-03
1764,2014-01-03,salty snack,2014-01-03
1764,2014-05-24,UHT-milk,2014-01-03
1764,2014-05-24,coffee,2014-01-03
1764,2014-09-20,yogurt,2014-01-03
1764,2014-09-20,ketchup,2014-01-03
1764,2014-09-20,butter,2014-01-03
1764,2015-09-29,whole milk,2014-01-03
1764,2015-09-29,other vegetables,2014-01-03
1764,2015-11-15,canned beer,2014-01-03
1764,2015-11-15,soda,2014-01-03
1765,2014-06-12,meat,2014-06-12
1765,2014-06-12,pasta,2014-06-12
1765,2014-06-12,baking powder,2014-06-12
1765,2014-10-21,fruit/vegetable juice,2014-06-12
1765,2014-10-21,rolls/buns,2014-06-12
1765,2015-03-11,margarine,2014-06-12
1765,2015-03-11,beef,2014-06-12
1765,2015-03-11,whipped/sour cream,2014-06-12
1766,2014-04-15,dessert,2014-04-15
1766,2014-04-15,canned beer,2014-04-15
1766,2014-04-15,specialty chocolate,2014-04-15
1766,2015-01-21,pork,2014-04-15
1766,2015-01-21,canned beer,2014-04-15
1767,2014-06-02,frankfurter,2014-06-02
1767,2014-06-02,UHT-milk,2014-06-02
1767,2014-11-08,whole milk,2014-06-02
1767,2014-11-08,root vegetables,2014-06-02
1767,2014-11-24,sparkling wine,2014-06-02
1767,2014-11-24,soda,2014-06-02
1767,2014-12-18,bottled water,2014-06-02
1767,2014-12-18,shopping bags,2014-06-02
1767,2015-04-18,meat,2014-06-02
1767,2015-04-18,rolls/buns,2014-06-02
1767,2015-10-24,pastry,2014-06-02
1767,2015-10-24,other vegetables,2014-06-02
1768,2014-07-22,flower soil/fertilizer,2014-07-22
1768,2014-07-22,butter milk,2014-07-22
1768,2014-11-20,margarine,2014-07-22
1768,2014-11-20,fruit/vegetable juice,2014-07-22
1768,2015-04-18,butter milk,2014-07-22
1768,2015-04-18,long life bakery product,2014-07-22
1768,2015-04-21,chicken,2014-07-22
1768,2015-04-21,finished products,2014-07-22
1768,2015-04-21,rolls/buns,2014-07-22
1768,2015-04-21,butter,2014-07-22
1768,2015-04-21,rolls/buns,2014-07-22
1768,2015-04-21,herbs,2014-07-22
1768,2015-04-21,white bread,2014-07-22
1768,2015-05-19,dessert,2014-07-22
1768,2015-05-19,other vegetables,2014-07-22
1768,2015-05-19,long life bakery product,2014-07-22
1768,2015-05-26,beverages,2014-07-22
1768,2015-05-26,pickled vegetables,2014-07-22
1768,2015-09-04,sausage,2014-07-22
1768,2015-09-04,root vegetables,2014-07-22
1769,2014-07-16,bottled beer,2014-07-16
1769,2014-07-16,canned vegetables,2014-07-16
1769,2015-12-30,rolls/buns,2014-07-16
1769,2015-12-30,whole milk,2014-07-16
1769,2015-12-30,onions,2014-07-16
1770,2014-04-23,other vegetables,2014-04-23
1770,2014-04-23,whole milk,2014-04-23
1770,2014-05-15,specialty bar,2014-04-23
1770,2014-05-15,pickled vegetables,2014-04-23
1770,2014-07-01,butter,2014-04-23
1770,2014-07-01,mayonnaise,2014-04-23
1770,2014-09-14,rolls/buns,2014-04-23
1770,2014-09-14,waffles,2014-04-23
1770,2015-11-19,semi-finished bread,2014-04-23
1770,2015-11-19,shopping bags,2014-04-23
1771,2014-10-03,soda,2014-10-03
1771,2014-10-03,cream cheese ,2014-10-03
1771,2015-03-20,other vegetables,2014-10-03
1771,2015-03-20,specialty bar,2014-10-03
1771,2015-03-23,frankfurter,2014-10-03
1771,2015-03-23,sausage,2014-10-03
1772,2014-02-04,sugar,2014-02-04
1772,2014-02-04,red/blush wine,2014-02-04
1772,2014-04-09,rolls/buns,2014-02-04
1772,2014-04-09,make up remover,2014-02-04
1772,2014-11-13,yogurt,2014-02-04
1772,2014-11-13,canned beer,2014-02-04
1772,2015-11-02,misc. beverages,2014-02-04
1772,2015-11-02,brown bread,2014-02-04
1773,2014-10-28,sausage,2014-10-28
1773,2014-10-28,whipped/sour cream,2014-10-28
1773,2014-12-18,bottled water,2014-10-28
1773,2014-12-18,canned vegetables,2014-10-28
1773,2015-10-17,frankfurter,2014-10-28
1773,2015-10-17,pip fruit,2014-10-28
1773,2015-11-01,whole milk,2014-10-28
1773,2015-11-01,pip fruit,2014-10-28
1773,2015-11-01,detergent,2014-10-28
1774,2014-06-08,butter,2014-06-08
1774,2014-06-08,newspapers,2014-06-08
1774,2014-08-10,other vegetables,2014-06-08
1774,2014-08-10,cereals,2014-06-08
1774,2014-08-10,cleaner,2014-06-08
1774,2014-09-15,newspapers,2014-06-08
1774,2014-09-15,syrup,2014-06-08
1774,2014-11-26,yogurt,2014-06-08
1774,2014-11-26,white bread,2014-06-08
1774,2014-11-26,salty snack,2014-06-08
1774,2015-08-07,domestic eggs,2014-06-08
1774,2015-08-07,other vegetables,2014-06-08
1775,2015-10-11,tropical fruit,2015-10-11
1775,2015-10-11,cat food,2015-10-11
1776,2014-04-28,margarine,2014-04-28
1776,2014-04-28,butter,2014-04-28
1776,2015-02-15,canned beer,2014-04-28
1776,2015-02-15,margarine,2014-04-28
1776,2015-02-25,ice cream,2014-04-28
1776,2015-02-25,UHT-milk,2014-04-28
1776,2015-03-02,whole milk,2014-04-28
1776,2015-03-02,grapes,2014-04-28
1776,2015-03-02,pastry,2014-04-28
1776,2015-03-02,yogurt,2014-04-28
1776,2015-03-20,fish,2014-04-28
1776,2015-03-20,yogurt,2014-04-28
1776,2015-04-15,bottled water,2014-04-28
1776,2015-04-15,canned beer,2014-04-28
1777,2014-04-02,margarine,2014-04-02
1777,2014-04-02,sugar,2014-04-02
1777,2015-04-21,beef,2014-04-02
1777,2015-04-21,tropical fruit,2014-04-02
1777,2015-04-22,tropical fruit,2014-04-02
1777,2015-04-22,whole milk,2014-04-02
1777,2015-07-08,finished products,2014-04-02
1777,2015-07-08,butter milk,2014-04-02
1777,2015-07-08,fruit/vegetable juice,2014-04-02
1777,2015-07-08,brown bread,2014-04-02
1777,2015-07-08,pot plants,2014-04-02
1777,2015-07-10,whole milk,2014-04-02
1777,2015-07-10,pastry,2014-04-02
1777,2015-07-10,fruit/vegetable juice,2014-04-02
1777,2015-07-11,sausage,2014-04-02
1777,2015-07-11,curd,2014-04-02
1777,2015-07-11,brown bread,2014-04-02
1777,2015-12-03,yogurt,2014-04-02
1777,2015-12-03,pip fruit,2014-04-02
1777,2015-12-03,misc. beverages,2014-04-02
1778,2014-11-26,tropical fruit,2014-11-26
1778,2014-11-26,photo/film,2014-11-26
1778,2014-11-27,bottled water,2014-11-26
1778,2014-11-27,bottled water,2014-11-26
1778,2014-12-22,beef,2014-11-26
1778,2014-12-22,whole milk,2014-11-26
1779,2014-01-13,citrus fruit,2014-01-13
1779,2014-01-13,newspapers,2014-01-13
1779,2014-06-07,long life bakery product,2014-01-13
1779,2014-06-07,rolls/buns,2014-01-13
1779,2015-10-28,whole milk,2014-01-13
1779,2015-10-28,beef,2014-01-13
1779,2015-10-28,rolls/buns,2014-01-13
1779,2015-10-28,curd,2014-01-13
1779,2015-10-28,white bread,2014-01-13
1780,2014-10-07,sugar,2014-10-07
1780,2014-10-07,whole milk,2014-10-07
1780,2015-07-12,pip fruit,2014-10-07
1780,2015-07-12,curd,2014-10-07
1780,2015-07-12,specialty bar,2014-10-07
1780,2015-07-12,beverages,2014-10-07
1780,2015-07-12,sausage,2014-10-07
1780,2015-07-12,soft cheese,2014-10-07
1780,2015-07-12,rolls/buns,2014-10-07
1780,2015-07-12,yogurt,2014-10-07
1780,2015-07-12,other vegetables,2014-10-07
1780,2015-07-12,curd,2014-10-07
1780,2015-07-12,newspapers,2014-10-07
1780,2015-08-27,dessert,2014-10-07
1780,2015-08-27,sausage,2014-10-07
1780,2015-08-27,whole milk,2014-10-07
1780,2015-08-27,oil,2014-10-07
1780,2015-09-21,sausage,2014-10-07
1780,2015-09-21,yogurt,2014-10-07
1780,2015-10-13,canned fish,2014-10-07
1780,2015-10-13,canned fish,2014-10-07
1781,2014-01-24,tropical fruit,2014-01-24
1781,2014-01-24,shopping bags,2014-01-24
1781,2014-03-15,specialty bar,2014-01-24
1781,2014-03-15,yogurt,2014-01-24
1781,2015-06-06,specialty chocolate,2014-01-24
1781,2015-06-06,butter milk,2014-01-24
1782,2014-04-10,frozen vegetables,2014-04-10
1782,2014-04-10,onions,2014-04-10
1782,2014-08-30,rolls/buns,2014-04-10
1782,2014-08-30,other vegetables,2014-04-10
1782,2014-08-30,newspapers,2014-04-10
1782,2015-08-01,coffee,2014-04-10
1782,2015-08-01,napkins,2014-04-10
1782,2015-08-16,soda,2014-04-10
1782,2015-08-16,yogurt,2014-04-10
1782,2015-09-13,tropical fruit,2014-04-10
1782,2015-09-13,yogurt,2014-04-10
1782,2015-10-10,pork,2014-04-10
1782,2015-10-10,rolls/buns,2014-04-10
1783,2014-02-14,misc. beverages,2014-02-14
1783,2014-02-14,yogurt,2014-02-14
1783,2014-02-14,misc. beverages,2014-02-14
1783,2014-05-12,bottled water,2014-02-14
1783,2014-05-12,specialty chocolate,2014-02-14
1783,2014-07-22,rolls/buns,2014-02-14
1783,2014-07-22,candy,2014-02-14
1783,2014-07-22,white bread,2014-02-14
1783,2015-01-05,other vegetables,2014-02-14
1783,2015-01-05,pip fruit,2014-02-14
1783,2015-03-18,tropical fruit,2014-02-14
1783,2015-03-18,butter,2014-02-14
