customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score,segment
1501,2015-08-17,4,10,136,3,3,3,9,Potential
1502,2015-10-31,2,7,61,4,1,2,7,Potential
1503,2015-08-17,3,9,136,3,2,3,8,Potential
1504,2015-11-30,5,11,31,5,4,3,12,Loyal
1505,2015-10-27,2,8,65,4,1,2,7,Potential
1506,2014-12-25,2,5,371,1,1,1,3,Churned
1507,2015-06-22,5,16,192,2,4,5,11,Loyal
1508,2015-11-15,4,8,46,5,3,2,10,Loyal
1509,2015-12-30,6,18,1,5,5,5,15,Champion
1510,2015-10-25,7,18,67,4,5,5,14,Champion
1511,2015-03-22,2,4,284,2,1,1,4,Churned
1512,2015-09-20,4,10,102,4,3,3,10,Loyal
1513,2015-11-12,3,10,49,4,2,3,9,Potential
1514,2015-08-24,5,10,129,3,4,3,10,Loyal
1515,2015-11-28,6,13,33,5,5,4,14,Champion
1516,2015-01-28,2,4,337,1,1,1,3,Churned
1517,2015-08-01,4,10,152,3,3,3,9,Potential
1518,2015-12-11,3,7,20,5,2,2,9,Potential
1519,2014-10-28,1,2,429,1,1,1,3,Churned
1520,2015-02-26,3,6,308,2,2,2,6,Churned
1521,2014-12-26,2,6,370,1,1,2,4,Churned
1522,2014-12-24,7,19,372,1,5,5,11,Loyal
1523,2015-03-28,3,10,278,2,2,3,7,Potential
1524,2015-12-05,4,10,26,5,3,3,11,Loyal
1525,2014-10-25,2,5,432,1,1,1,3,Churned
1526,2015-11-26,5,11,35,5,4,3,12,Loyal
1527,2015-12-30,5,14,1,5,4,4,13,Champion
1528,2015-09-15,4,8,107,3,3,2,8,Potential
1529,2015-06-17,3,7,197,2,2,2,6,Churned
1530,2014-10-11,2,5,446,1,1,1,3,Churned
1531,2015-01-19,2,4,346,1,1,1,3,Churned
1532,2015-06-20,2,6,194,2,1,2,5,Churned
1533,2015-11-07,3,6,54,4,2,2,8,Potential
1534,2015-08-13,4,18,140,3,3,5,11,Loyal
1535,2015-07-03,4,8,181,3,3,2,8,Potential
1536,2015-05-02,3,8,243,2,2,2,6,Churned
1537,2015-02-01,2,5,333,1,1,1,3,Churned
1538,2015-11-30,3,6,31,5,2,2,9,Potential
1539,2015-09-27,2,5,95,4,1,1,6,At-Risk
1540,2015-11-26,4,12,35,5,3,4,12,Loyal
1542,2015-08-07,6,13,146,3,5,4,12,Loyal
1544,2015-02-25,4,9,309,2,3,3,8,Potential
1545,2015-10-17,3,7,75,4,2,2,8,Potential
1546,2015-01-03,3,9,362,1,2,3,6,Churned
1547,2015-04-18,3,7,257,2,2,2,6,Churned
1548,2014-10-01,3,6,456,1,2,2,5,Churned
1549,2015-03-18,3,9,288,2,2,3,7,Potential
1550,2015-05-14,3,7,231,2,2,2,6,Churned
1551,2015-08-11,6,13,142,3,5,4,12,Loyal
1552,2014-01-09,1,2,721,1,1,1,3,Churned
1553,2015-07-21,6,14,163,3,5,4,12,Loyal
1554,2015-05-21,5,15,224,2,4,5,11,Loyal
1555,2015-03-27,1,2,279,2,1,1,4,Churned
1556,2014-05-31,1,2,579,1,1,1,3,Churned
1557,2015-08-04,2,4,149,3,1,1,5,At-Risk
1558,2015-04-06,1,2,269,2,1,1,4,Churned
1559,2015-10-03,2,7,89,4,1,2,7,Potential
1560,2014-05-16,1,2,594,1,1,1,3,Churned
1561,2015-07-25,7,20,159,3,5,5,13,Champion
1562,2015-05-11,3,6,234,2,2,2,6,Churned
1563,2014-04-27,2,5,613,1,1,1,3,Churned
1564,2015-10-23,4,8,69,4,3,2,9,Potential
1565,2015-12-14,6,19,17,5,5,5,15,Champion
1566,2015-11-19,9,21,42,5,5,5,15,Champion
1567,2015-04-11,4,17,264,2,3,5,10,Loyal
1568,2014-03-09,2,4,662,1,1,1,3,Churned
1569,2014-05-20,3,8,590,1,2,2,5,Churned
1570,2015-03-20,2,5,286,2,1,1,4,Churned
1571,2015-05-24,2,8,221,2,1,2,5,Churned
1572,2015-09-21,7,20,101,4,5,5,14,Champion
1573,2015-01-21,3,6,344,1,2,2,5,Churned
1574,2015-08-04,10,23,149,3,5,5,13,Champion
1575,2015-01-04,5,10,361,1,4,3,8,Potential
1577,2015-03-16,1,2,290,2,1,1,4,Churned
1578,2015-06-23,4,8,191,2,3,2,7,Potential
1579,2014-06-15,1,2,564,1,1,1,3,Churned
1580,2015-12-05,7,16,26,5,5,5,15,Champion
1581,2015-08-13,3,6,140,3,2,2,7,Potential
1582,2015-08-06,3,6,147,3,2,2,7,Potential
1583,2015-11-23,6,21,38,5,5,5,15,Champion
1584,2015-07-10,5,16,174,3,4,5,12,Loyal
1585,2015-01-07,4,8,358,1,3,2,6,Churned
1586,2014-05-02,2,6,608,1,1,2,4,Churned
1587,2015-07-01,5,13,183,3,4,4,11,Loyal
1588,2015-10-13,3,8,79,4,2,2,8,Potential
1589,2014-08-27,2,4,491,1,1,1,3,Churned
1590,2015-08-15,3,6,138,3,2,2,7,Potential
1591,2015-03-20,4,10,286,2,3,3,8,Potential
1592,2014-11-28,1,2,398,1,1,1,3,Churned
1593,2015-08-08,3,7,145,3,2,2,7,Potential
1594,2015-01-23,3,6,342,1,2,2,5,Churned
1595,2015-10-05,7,22,87,4,5,5,14,Champion
1596,2015-07-14,4,10,170,3,3,3,9,Potential
1597,2015-02-05,4,8,329,1,3,2,6,Churned
1598,2015-03-02,3,7,304,2,2,2,6,Churned
1599,2015-10-13,5,14,79,4,4,4,12,Loyal
1601,2015-12-09,3,6,22,5,2,2,9,Potential
1602,2015-08-29,7,14,124,3,5,4,12,Loyal
1603,2015-09-30,5,15,92,4,4,5,13,Champion
1604,2015-11-11,4,8,50,4,3,2,9,Potential
1605,2015-07-06,5,11,178,3,4,3,10,Loyal
1606,2015-11-11,4,8,50,4,3,2,9,Potential
1607,2014-10-12,2,6,445,1,1,2,4,Churned
1608,2015-11-13,6,18,48,4,5,5,14,Champion
1609,2015-12-17,6,15,14,5,5,5,15,Champion
1610,2015-05-26,2,6,219,2,1,2,5,Churned
1611,2015-04-04,3,10,271,2,2,3,7,Potential
1612,2015-11-06,6,16,55,4,5,5,14,Champion
1613,2015-08-25,7,15,128,3,5,5,13,Champion
1614,2015-10-21,2,4,71,4,1,1,6,At-Risk
1615,2015-12-03,4,12,28,5,3,4,12,Loyal
1616,2015-12-08,6,13,23,5,5,4,14,Champion
1617,2015-03-30,4,9,276,2,3,3,8,Potential
1618,2015-08-02,7,16,151,3,5,5,13,Champion
1619,2015-10-29,4,11,63,4,3,3,10,Loyal
1620,2015-08-20,5,11,133,3,4,3,10,Loyal
1621,2015-02-20,5,14,314,2,4,4,10,Loyal
1622,2015-03-11,4,10,295,2,3,3,8,Potential
1623,2015-11-02,5,12,59,4,4,4,12,Loyal
1624,2015-12-22,3,9,9,5,2,3,10,Loyal
1625,2015-11-27,7,18,34,5,5,5,15,Champion
1626,2015-02-18,1,2,316,2,1,1,4,Churned
1627,2015-04-11,3,9,264,2,2,3,7,Potential
1628,2015-11-19,6,15,42,5,5,5,15,Champion
1629,2015-06-08,3,6,206,2,2,2,6,Churned
1630,2015-05-22,2,4,223,2,1,1,4,Churned
1631,2015-08-14,2,5,139,3,1,1,5,At-Risk
1632,2015-12-15,6,14,16,5,5,4,14,Champion
1633,2015-08-09,2,6,144,3,1,2,6,At-Risk
1634,2015-12-03,6,19,28,5,5,5,15,Champion
1635,2015-11-25,3,6,36,5,2,2,9,Potential
1636,2015-12-05,6,12,26,5,5,4,14,Champion
1638,2015-03-12,2,8,294,2,1,2,5,Churned
1639,2015-10-10,3,7,82,4,2,2,8,Potential
1640,2014-03-08,2,4,663,1,1,1,3,Churned
1641,2015-06-23,5,12,191,2,4,4,10,Loyal
1642,2014-09-28,1,2,459,1,1,1,3,Churned
1643,2015-04-28,2,4,247,2,1,1,4,Churned
1644,2014-07-13,2,5,536,1,1,1,3,Churned
1645,2014-10-05,2,5,452,1,1,1,3,Churned
1646,2015-08-28,7,17,125,3,5,5,13,Champion
1647,2015-12-20,3,7,11,5,2,2,9,Potential
1648,2015-05-01,4,10,244,2,3,3,8,Potential
1649,2015-11-29,7,18,32,5,5,5,15,Champion
1650,2014-06-27,2,6,552,1,1,2,4,Churned
1651,2015-12-17,7,16,14,5,5,5,15,Champion
1652,2015-03-17,5,12,289,2,4,4,10,Loyal
1653,2015-12-07,6,18,24,5,5,5,15,Champion
1654,2015-11-09,9,23,52,4,5,5,14,Champion
1655,2015-11-20,4,9,41,5,3,3,11,Loyal
1656,2015-10-30,4,12,62,4,3,4,11,Loyal
1657,2014-05-12,3,6,598,1,2,2,5,Churned
1658,2015-09-03,5,12,119,3,4,4,11,Loyal
1659,2015-11-30,7,15,31,5,5,5,15,Champion
1660,2015-07-26,3,7,158,3,2,2,7,Potential
1661,2015-11-08,6,17,53,4,5,5,14,Champion
1662,2015-06-12,2,5,202,2,1,1,4,Churned
1663,2015-11-11,4,13,50,4,3,4,11,Loyal
1664,2015-04-01,3,10,274,2,2,3,7,Potential
1665,2015-11-29,3,6,32,5,2,2,9,Potential
1666,2015-04-15,2,4,260,2,1,1,4,Churned
1667,2015-01-12,1,2,353,1,1,1,3,Churned
1668,2015-08-21,4,11,132,3,3,3,9,Potential
1669,2015-08-19,1,9,134,3,1,3,7,Potential
1670,2015-11-22,3,9,39,5,2,3,10,Loyal
1672,2015-10-07,3,6,85,4,2,2,8,Potential
1673,2014-04-08,1,2,632,1,1,1,3,Churned
1674,2015-12-04,4,12,27,5,3,4,12,Loyal
1676,2015-10-11,4,10,81,4,3,3,10,Loyal
1677,2015-12-09,5,11,22,5,4,3,12,Loyal
1678,2015-11-14,4,8,47,4,3,2,9,Potential
1679,2015-12-08,4,11,23,5,3,3,11,Loyal
1680,2014-12-10,3,6,386,1,2,2,5,Churned
1681,2014-07-06,2,6,543,1,1,2,4,Churned
1682,2015-11-01,7,20,60,4,5,5,14,Champion
1683,2015-08-20,2,5,133,3,1,1,5,At-Risk
1684,2015-01-03,3,8,362,1,2,2,5,Churned
1685,2015-08-18,4,8,135,3,3,2,8,Potential
1686,2014-05-15,3,7,595,1,2,2,5,Churned
1687,2014-10-17,5,11,440,1,4,4,9,Potential
1688,2015-11-10,1,2,51,4,1,1,6,At-Risk
1689,2014-12-09,2,5,387,1,1,1,3,Churned
1690,2015-08-21,6,16,132,3,5,5,13,Champion
1692,2015-06-28,6,15,186,3,5,5,13,Champion
1693,2015-12-27,4,12,4,5,3,4,12,Loyal
1694,2014-10-01,2,6,456,1,1,2,4,Churned
1695,2015-02-04,1,2,330,1,1,1,3,Churned
1696,2015-10-04,6,13,88,4,5,4,13,Champion
1697,2015-11-17,6,15,44,5,5,5,15,Champion
1698,2015-07-22,3,9,162,3,2,3,8,Potential
1699,2015-09-25,4,10,97,4,3,3,10,Loyal
1700,2015-10-30,2,4,62,4,1,1,6,At-Risk
1701,2015-05-17,1,2,228,2,1,1,4,Churned
1702,2015-01-14,5,13,351,1,4,4,9,Potential
1703,2015-02-21,3,14,313,2,2,4,8,Potential
1705,2015-10-12,4,8,80,4,3,2,9,Potential
1706,2015-08-14,4,14,139,3,3,4,10,Loyal
1707,2015-06-09,2,4,205,2,1,1,4,Churned
1708,2015-12-28,4,16,3,5,3,5,13,Champion
1709,2015-04-22,2,4,253,2,1,1,4,Churned
1710,2015-12-05,3,6,26,5,2,2,9,Potential
1711,2015-11-22,8,19,39,5,5,5,15,Champion
1712,2014-08-30,2,5,488,1,1,1,3,Churned
1714,2015-08-02,2,5,151,3,1,1,5,At-Risk
1715,2015-07-04,6,17,180,3,5,5,13,Champion
1716,2014-08-16,3,8,502,1,2,2,5,Churned
1717,2015-11-09,3,8,52,4,2,2,8,Potential
1718,2015-03-14,3,7,292,2,2,2,6,Churned
1719,2015-09-17,5,13,105,4,4,4,12,Loyal
1720,2015-12-05,2,7,26,5,1,2,8,Potential
1721,2015-10-15,2,6,77,4,1,2,7,Potential
1722,2015-08-27,6,14,126,3,5,4,12,Loyal
1723,2015-12-08,4,10,23,5,3,3,11,Loyal
1724,2015-09-09,4,11,113,3,3,4,10,Loyal
1725,2014-10-27,3,6,430,1,2,2,5,Churned
1726,2015-12-26,5,13,5,5,4,4,13,Champion
1727,2015-07-18,2,6,166,3,1,2,6,At-Risk
1728,2015-08-15,3,7,138,3,2,2,7,Potential
1729,2015-12-15,6,15,16,5,5,5,15,Champion
1730,2015-12-25,4,8,6,5,3,2,10,Loyal
1731,2015-11-20,6,12,41,5,5,4,14,Champion
1732,2015-05-29,3,7,216,2,2,2,6,Churned
1733,2015-06-23,4,17,191,2,3,5,10,Loyal
1734,2015-07-13,6,17,171,3,5,5,13,Champion
1735,2014-08-06,2,5,512,1,1,1,3,Churned
1736,2015-08-29,5,12,124,3,4,4,11,Loyal
1737,2015-09-05,6,21,117,3,5,5,13,Champion
1738,2014-10-01,4,8,456,1,3,2,6,Churned
1739,2015-05-31,2,4,214,2,1,1,4,Churned
1740,2014-11-21,7,16,405,1,5,5,11,Loyal
1741,2015-12-20,6,13,11,5,5,4,14,Champion
1742,2015-12-12,4,9,19,5,3,3,11,Loyal
1743,2015-11-13,4,14,48,4,3,4,11,Loyal
1744,2015-09-28,2,4,94,4,1,1,6,At-Risk
1745,2014-03-22,1,2,649,1,1,1,3,Churned
1746,2015-10-14,5,10,78,4,4,3,11,Loyal
1747,2014-12-17,5,11,379,1,4,4,9,Potential
1748,2015-03-08,5,19,298,2,4,5,11,Loyal
1749,2015-01-04,3,8,361,1,2,2,5,Churned
1750,2015-02-08,5,12,326,1,4,4,9,Potential
1751,2015-03-25,4,10,281,2,3,3,8,Potential
1752,2015-04-19,5,10,256,2,4,3,9,Potential
1753,2015-08-21,7,17,132,3,5,5,13,Champion
1754,2015-09-17,5,14,105,4,4,4,12,Loyal
1755,2014-06-04,2,4,575,1,1,1,3,Churned
1756,2015-09-23,4,9,99,4,3,3,10,Loyal
1757,2015-12-23,4,15,8,5,3,5,13,Champion
1758,2015-02-26,3,14,308,2,2,4,8,Potential
1759,2015-09-26,3,12,96,4,2,4,10,Loyal
1760,2015-01-23,3,8,342,1,2,2,5,Churned
1761,2015-10-02,7,18,90,4,5,5,14,Champion
1762,2015-07-01,2,4,183,3,1,1,5,At-Risk
1763,2015-12-27,3,7,4,5,2,2,9,Potential
1764,2015-11-15,5,11,46,5,4,4,13,Champion
1765,2015-03-11,3,8,295,2,2,2,6,Churned
1766,2015-01-21,2,5,344,1,1,1,3,Churned
1767,2015-10-24,6,12,68,4,5,4,13,Champion
1768,2015-09-04,7,20,118,3,5,5,13,Champion
1769,2015-12-30,2,5,1,5,1,1,7,Potential
1770,2015-11-19,5,10,42,5,4,3,12,Loyal
1771,2015-03-23,3,6,283,2,2,2,6,Churned
1772,2015-11-02,4,8,59,4,3,2,9,Potential
1773,2015-11-01,4,9,60,4,3,3,10,Loyal
1774,2015-08-07,5,12,146,3,4,4,11,Loyal
1775,2015-10-11,1,2,81,4,1,1,6,At-Risk
1776,2015-04-15,6,14,260,2,5,4,11,Loyal
1777,2015-12-03,7,20,28,5,5,5,15,Champion
1778,2014-12-22,3,6,374,1,2,2,5,Churned
1779,2015-10-28,3,9,64,4,2,3,9,Potential
1780,2015-10-13,5,21,79,4,4,5,13,Champion
1781,2015-06-06,3,6,208,2,2,2,6,Churned
1782,2015-10-10,6,13,82,4,5,4,13,Champion
1783,2015-07-07,6,18,177,3,5,5,13,Champion
1784,2015-09-26,3,7,96,4,2,2,8,Potential
1785,2015-12-21,7,20,10,5,5,5,15,Champion
1786,2015-02-10,3,6,324,2,2,2,6,Churned
1787,2015-10-31,3,13,61,4,2,4,10,Loyal
1788,2015-12-20,7,16,11,5,5,5,15,Champion
1789,2015-10-22,5,10,70,4,4,3,11,Loyal
1790,2015-03-29,2,4,277,2,1,1,4,Churned
1791,2014-10-02,3,8,455,1,2,2,5,Churned
1792,2015-08-15,3,13,138,3,2,4,9,Potential
1793,2015-12-04,10,25,27,5,5,5,15,Champion
1794,2015-09-17,2,5,105,4,1,1,6,At-Risk
1795,2015-04-03,2,4,272,2,1,1,4,Churned
1796,2015-11-03,6,14,58,4,5,4,13,Champion
1797,2014-11-14,5,11,412,1,4,4,9,Potential
1798,2015-01-01,8,17,364,1,5,5,11,Loyal
1799,2015-09-27,4,9,95,4,3,3,10,Loyal
1800,2015-07-31,4,12,153,3,3,4,10,Loyal
1801,2015-06-12,5,11,202,2,4,4,10,Loyal
1803,2015-05-12,4,9,233,2,3,3,8,Potential
1804,2015-11-30,3,9,31,5,2,3,10,Loyal
1805,2015-06-09,3,7,205,2,2,2,6,Churned
1806,2015-07-06,2,11,178,3,1,4,8,Potential
1807,2015-12-18,3,6,13,5,2,2,9,Potential
1808,2015-07-21,4,10,163,3,3,3,9,Potential
1809,2014-10-27,2,6,430,1,1,2,4,Churned
1810,2014-10-13,4,12,444,1,3,4,8,Potential
1811,2015-09-23,7,18,99,4,5,5,14,Champion
1812,2015-10-14,1,4,78,4,1,1,6,At-Risk
1813,2014-12-01,1,3,395,1,1,1,3,Churned
1814,2015-11-20,6,12,41,5,5,4,14,Champion
1815,2015-08-30,5,11,123,3,4,4,11,Loyal
1816,2014-08-21,4,10,497,1,3,3,7,Potential
1817,2015-08-21,5,12,132,3,4,4,11,Loyal
1818,2015-09-10,4,10,112,3,3,3,9,Potential
1819,2015-12-18,5,17,13,5,4,5,14,Champion
1820,2015-04-07,5,10,268,2,4,3,9,Potential
1821,2015-05-21,3,8,224,2,2,2,6,Churned
1822,2015-03-03,4,13,303,2,3,4,9,Potential
1823,2015-11-27,3,11,34,5,2,4,11,Loyal
1824,2015-11-01,4,9,60,4,3,3,10,Loyal
1825,2015-11-21,4,13,40,5,3,4,12,Loyal
1826,2014-12-19,1,2,377,1,1,1,3,Churned
1827,2015-07-01,9,23,183,3,5,5,13,Champion
1828,2015-03-24,3,9,282,2,2,3,7,Potential
1829,2015-06-19,4,9,195,2,3,3,8,Potential
1830,2015-01-16,2,4,349,1,1,1,3,Churned
1831,2015-01-09,3,7,356,1,2,2,5,Churned
1832,2015-11-17,6,16,44,5,5,5,15,Champion
1833,2015-07-24,4,10,160,3,3,3,9,Potential
1834,2015-11-22,3,7,39,5,2,2,9,Potential
1835,2015-06-22,4,10,192,2,3,3,8,Potential
1836,2015-09-08,3,6,114,3,2,2,7,Potential
1837,2015-07-09,4,12,175,3,3,4,10,Loyal
1838,2015-03-25,4,10,281,2,3,3,8,Potential
1839,2015-10-09,5,11,83,4,4,4,12,Loyal
1840,2014-12-28,2,5,368,1,1,1,3,Churned
1841,2015-05-10,2,4,235,2,1,1,4,Churned
1842,2015-02-23,3,6,311,2,2,2,6,Churned
1843,2015-12-06,4,9,25,5,3,3,11,Loyal
1844,2015-11-13,6,15,48,4,5,5,14,Champion
1845,2015-08-07,3,7,146,3,2,2,7,Potential
1846,2015-11-29,5,12,32,5,4,4,13,Champion
1847,2015-04-17,4,9,258,2,3,3,8,Potential
1848,2015-07-06,4,8,178,3,3,2,8,Potential
1849,2015-06-25,3,8,189,3,2,2,7,Potential
1850,2015-03-11,4,8,295,2,3,2,7,Potential
1851,2015-07-11,4,10,173,3,3,3,9,Potential
1852,2014-09-08,4,10,479,1,3,3,7,Potential
1853,2015-05-31,4,9,214,2,3,3,8,Potential
1854,2015-07-26,3,6,158,3,2,2,7,Potential
1855,2015-11-09,4,13,52,4,3,4,11,Loyal
1856,2015-10-26,4,8,66,4,3,2,9,Potential
1857,2015-09-10,2,5,112,3,1,1,5,At-Risk
1858,2015-04-25,2,5,250,2,1,1,4,Churned
1859,2015-05-28,5,11,217,2,4,4,10,Loyal
1860,2014-07-26,2,4,523,1,1,1,3,Churned
1861,2015-08-12,2,5,141,3,1,1,5,At-Risk
1862,2015-09-05,5,15,117,3,4,5,12,Loyal
1863,2015-08-04,4,14,149,3,3,4,10,Loyal
1864,2015-09-27,4,8,95,4,3,2,9,Potential
1865,2015-12-03,6,14,28,5,5,4,14,Champion
1866,2015-11-08,7,18,53,4,5,5,14,Champion
1867,2015-03-29,4,11,277,2,3,4,9,Potential
1868,2014-11-01,3,7,425,1,2,2,5,Churned
1869,2015-05-16,4,11,229,2,3,4,9,Potential
1870,2015-09-09,8,25,113,3,5,5,13,Champion
1871,2014-12-14,1,2,382,1,1,1,3,Churned
1872,2015-08-24,3,10,129,3,2,3,8,Potential
1873,2015-09-19,3,6,103,4,2,2,8,Potential
1874,2015-07-29,4,9,155,3,3,3,9,Potential
1875,2015-07-29,2,5,155,3,1,1,5,At-Risk
1876,2015-06-16,1,2,198,2,1,1,4,Churned
1877,2014-09-30,4,11,457,1,3,4,8,Potential
1878,2015-11-27,9,21,34,5,5,5,15,Champion
1879,2014-11-08,4,8,418,1,3,2,6,Churned
1880,2015-09-15,2,4,107,3,1,1,5,At-Risk
1881,2015-10-15,5,11,77,4,4,4,12,Loyal
1882,2015-09-25,3,6,97,4,2,2,8,Potential
1883,2015-11-05,5,10,56,4,4,3,11,Loyal
1884,2015-12-11,2,12,20,5,1,4,10,Loyal
1885,2015-12-25,4,11,6,5,3,4,12,Loyal
1886,2015-12-02,2,4,29,5,1,1,7,Potential
1887,2015-11-09,7,22,52,4,5,5,14,Champion
1888,2015-06-06,6,14,208,2,5,4,11,Loyal
1889,2015-08-28,8,18,125,3,5,5,13,Champion
1890,2015-05-27,4,8,218,2,3,2,7,Potential
1891,2014-07-05,2,6,544,1,1,2,4,Churned
1892,2015-11-20,6,15,41,5,5,5,15,Champion
1893,2015-04-04,4,8,271,2,3,2,7,Potential
1894,2015-10-03,4,14,89,4,3,4,11,Loyal
1895,2014-11-23,6,13,403,1,5,4,10,Loyal
1896,2014-12-16,4,12,380,1,3,4,8,Potential
1897,2015-01-25,4,8,340,1,3,2,6,Churned
1898,2014-11-11,1,2,415,1,1,1,3,Churned
1899,2015-10-24,5,12,68,4,4,4,12,Loyal
1900,2015-09-24,4,10,98,4,3,3,10,Loyal
1901,2015-11-29,3,12,32,5,2,4,11,Loyal
1902,2015-12-01,3,7,30,5,2,2,9,Potential
1903,2015-03-10,4,10,296,2,3,3,8,Potential
1904,2015-04-18,3,6,257,2,2,2,6,Churned
1905,2015-10-18,9,26,74,4,5,5,14,Champion
1907,2015-07-19,2,5,165,3,1,1,5,At-Risk
1908,2015-07-26,10,20,158,3,5,5,13,Champion
1909,2015-08-31,2,7,122,3,1,2,6,At-Risk
1910,2015-10-30,5,10,62,4,4,3,11,Loyal
1911,2015-06-02,2,7,212,2,1,2,5,Churned
1912,2015-08-22,3,6,131,3,2,2,7,Potential
1913,2015-08-18,5,16,135,3,4,5,12,Loyal
1914,2015-06-04,3,7,210,2,2,2,6,Churned
1915,2015-08-07,2,4,146,3,1,1,5,At-Risk
1916,2015-11-16,3,7,45,5,2,2,9,Potential
1917,2015-07-29,5,11,155,3,4,4,11,Loyal
1918,2015-09-29,2,4,93,4,1,1,6,At-Risk
1919,2015-08-18,2,4,135,3,1,1,5,At-Risk
1920,2015-02-16,2,6,318,2,1,2,5,Churned
1921,2015-11-11,7,14,50,4,5,4,13,Champion
1922,2015-10-07,9,19,85,4,5,5,14,Champion
1923,2015-12-06,6,12,25,5,5,4,14,Champion
1924,2015-11-17,6,14,44,5,5,4,14,Champion
1925,2014-06-03,1,2,576,1,1,1,3,Churned
1926,2015-10-16,3,6,76,4,2,2,8,Potential
1927,2015-05-15,2,6,230,2,1,2,5,Churned
1928,2015-09-17,3,9,105,4,2,3,9,Potential
1929,2015-07-10,7,21,174,3,5,5,13,Champion
1930,2015-11-15,6,13,46,5,5,4,14,Champion
1931,2015-10-09,6,16,83,4,5,5,14,Champion
1932,2015-09-07,9,20,115,3,5,5,13,Champion
1933,2014-10-21,1,2,436,1,1,1,3,Churned
1934,2015-08-06,5,19,147,3,4,5,12,Loyal
1935,2014-08-28,4,11,490,1,3,4,8,Potential
1936,2015-08-15,2,6,138,3,1,2,6,At-Risk
1937,2015-10-17,5,13,75,4,4,4,12,Loyal
1938,2015-05-08,4,10,237,2,3,3,8,Potential
1939,2015-10-30,5,14,62,4,4,4,12,Loyal
1940,2015-11-18,5,11,43,5,4,4,13,Champion
1941,2015-09-16,2,5,106,3,1,1,5,At-Risk
1942,2014-10-15,2,4,442,1,1,1,3,Churned
1943,2015-09-30,5,20,92,4,4,5,13,Champion
1944,2015-08-31,2,4,122,3,1,1,5,At-Risk
1945,2015-04-30,5,14,245,2,4,4,10,Loyal
1946,2015-12-08,6,12,23,5,5,4,14,Champion
1947,2014-07-16,3,9,533,1,2,3,6,Churned
1948,2015-08-25,6,22,128,3,5,5,13,Champion
1949,2015-07-22,6,15,162,3,5,5,13,Champion
1950,2015-11-11,5,10,50,4,4,3,11,Loyal
1951,2015-10-22,3,6,70,4,2,2,8,Potential
1952,2015-11-23,2,10,38,5,1,3,9,Potential
1953,2015-03-09,1,4,297,2,1,1,4,Churned
1954,2015-08-06,3,11,147,3,2,4,9,Potential
1955,2015-02-13,4,8,321,2,3,2,7,Potential
1956,2014-01-13,1,2,717,1,1,1,3,Churned
1957,2015-01-31,2,4,334,1,1,1,3,Churned
1958,2015-07-03,2,7,181,3,1,2,6,At-Risk
1959,2015-12-13,7,19,18,5,5,5,15,Champion
1960,2015-01-09,1,4,356,1,1,1,3,Churned
1961,2015-12-15,6,12,16,5,5,4,14,Champion
1962,2015-06-08,3,10,206,2,2,3,7,Potential
1963,2015-12-30,1,2,1,5,1,1,7,Potential
1964,2014-12-01,4,10,395,1,3,3,7,Potential
1965,2015-08-04,2,4,149,3,1,1,5,At-Risk
1966,2014-10-23,7,16,434,1,5,5,11,Loyal
1967,2015-10-27,6,15,65,4,5,5,14,Champion
1968,2015-10-03,4,11,89,4,3,4,11,Loyal
1969,2015-07-23,5,14,161,3,4,4,11,Loyal
1970,2014-06-11,4,9,568,1,3,3,7,Potential
1971,2015-09-18,3,8,104,4,2,2,8,Potential
1972,2015-06-02,2,5,212,2,1,1,4,Churned
1973,2015-10-24,1,2,68,4,1,1,6,At-Risk
1974,2015-05-03,1,5,242,2,1,1,4,Churned
1975,2015-09-26,2,4,96,4,1,1,6,At-Risk
1976,2015-10-14,1,3,78,4,1,1,6,At-Risk
1977,2015-01-12,1,3,353,1,1,1,3,Churned
1978,2015-03-06,3,6,300,2,2,2,6,Churned
1979,2015-11-21,8,17,40,5,5,5,15,Champion
1980,2015-10-15,5,10,77,4,4,3,11,Loyal
1981,2015-10-31,2,4,61,4,1,1,6,At-Risk
1982,2015-12-14,3,7,17,5,2,2,9,Potential
1983,2015-08-09,7,16,144,3,5,5,13,Champion
1985,2015-11-26,3,8,35,5,2,2,9,Potential
1987,2015-10-15,3,9,77,4,2,3,9,Potential
1988,2015-09-08,2,6,114,3,1,2,6,At-Risk
1989,2015-09-09,1,2,113,3,1,1,5,At-Risk
1990,2015-08-01,3,6,152,3,2,2,7,Potential
1991,2015-12-09,9,23,22,5,5,5,15,Champion
1992,2015-08-28,3,8,125,3,2,2,7,Potential
1993,2015-07-08,3,9,176,3,2,3,8,Potential
1994,2015-10-05,3,14,87,4,2,4,10,Loyal
1995,2015-06-12,5,17,202,2,4,5,11,Loyal
1996,2015-05-10,4,10,235,2,3,3,8,Potential
1997,2015-12-28,6,21,3,5,5,5,15,Champion
1998,2015-05-18,9,27,227,2,5,5,12,Loyal
1999,2015-08-24,4,16,129,3,3,5,11,Loyal
2000,2015-08-23,2,7,130,3,1,2,6,At-Risk
2001,2015-09-09,7,20,113,3,5,5,13,Champion
2002,2015-10-20,1,7,72,4,1,2,7,Potential
2003,2015-11-23,2,6,38,5,1,2,8,Potential
2004,2015-08-21,5,13,132,3,4,4,11,Loyal
2005,2015-09-22,4,13,100,4,3,4,11,Loyal
2006,2015-12-08,2,4,23,5,1,1,7,Potential
